id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,availability_2020
189135,Midtown,40.76311,-73.99388,Private room,99,14,1,97,358
189732,Brooklyn,40.67497,-73.87305,Entire home/apt,169,29,3,192,334
189787,Brooklyn,40.66788,-73.94813,Entire home/apt,99,263,4,101,12
190542,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,160,5,3,46,355
190968,Prospect Heights,40.67946,-73.96501,Entire home/apt,215,209,3,36,168
190974,Park Slope,40.66944,-73.98083,Entire home/apt,130,60,3,195,345
191075,East Village,40.72566,-73.97748,Private room,110,18,3,84,136
191610,Manhattan,40.74639,-74.00352,Private room,111,291,3,74,48
193105,Midtown,40.7709,-73.99181,Private room,139,355,28,45,159
193333,Williamsburg,40.71943,-73.95958,Private room,72,40,31,53,365
193393,Sunnyside,40.74249,-73.92466,Private room,75,357,2,176,0
194154,Manhattan,40.7969,-73.96128,Private room,89,26,6,35,94
195123,Washington Heights,40.83403,-73.94553,Private room,50,12,1,230,0
195233,Flatbush,40.65513,-73.95641,Private room,43,328,1,500,0
195240,Brooklyn,40.65589,-73.95539,Private room,42,323,1,79,92
195578,Brooklyn,40.70275,-73.94501,Private room,85,344,1,47,0
195989,Brooklyn,40.67617,-73.98136,Private room,105,91,3,226,0
197155,Hell's Kitchen,40.76415,-73.99067,Entire home/apt,149,355,2,132,0
197753,Hamilton Heights,40.83127,-73.94718,Private room,68,48,2,315,249
197942,Bedford-Stuyvesant,40.68497,-73.95592,Entire home/apt,99,77,3,221,336
199195,Manhattan,40.82922,-73.94174,Private room,75,289,3,51,54
199312,Williamsburg,40.71137,-73.94362,Private room,100,49,2,285,288
200955,Manhattan,40.73089,-73.98195,Entire home/apt,160,259,30,26,156
201992,Park Slope,40.6755,-73.97859,Entire home/apt,190,14,4,106,328
204065,Clinton Hill,40.68634,-73.96161,Entire home/apt,248,111,2,63,0
204833,Williamsburg,40.7093,-73.9497,Private room,100,26,2,8,354
204959,Chinatown,40.713,-73.99752,Private room,95,289,3,189,74
205485,Bedford-Stuyvesant,40.68186,-73.94113,Entire home/apt,145,26,3,132,339
205735,Brooklyn,40.68364,-73.91076,Private room,41,39,2,62,339
205867,Brooklyn,40.71893,-73.9428,Entire home/apt,120,179,4,94,307
206772,Brooklyn,40.71413,-73.96596,Entire home/apt,195,29,4,35,330
206957,Brooklyn,40.58422,-73.94079,Entire home/apt,70,275,4,129,85
208889,Brooklyn,40.69025,-73.93323,Entire home/apt,145,120,3,45,0
209310,Queens,40.73826,-73.92458,Private room,50,206,1,276,0
211078,Brooklyn,40.73049,-73.96115,Entire home/apt,185,97,3,228,34
212109,Manhattan,40.73854,-74.00821,Private room,80,49,30,10,295
212178,Midtown,40.75877,-73.98863,Entire home/apt,230,294,2,193,95
215560,Bedford-Stuyvesant,40.68741,-73.95741,Private room,79,298,3,166,149
215784,Queens,40.75627,-73.9211,Entire home/apt,190,20,30,27,319
215907,Upper West Side,40.79816,-73.9619,Entire home/apt,300,336,2,46,11
217580,Bay Ridge,40.61927,-74.0307,Entire home/apt,100,32,30,7,153
218358,Manhattan,40.8078,-73.95208,Private room,80,33,90,22,242
219066,Brooklyn,40.61922,-73.99399,Entire home/apt,110,221,1,26,333
219922,Manhattan,40.816,-73.95545,Private room,100,279,1,37,86
220351,Hamilton Heights,40.82748,-73.95153,Private room,55,205,4,101,0
220946,Alphabet City,40.72229,-73.97901,Entire home/apt,146,125,3,151,227
221097,Greenpoint,40.72501,-73.95185,Entire home/apt,102,102,29,22,339
222054,Park Slope,40.68012,-73.97847,Private room,100,16,3,25,0
222304,Manhattan,40.74233,-73.99865,Entire home/apt,199,286,5,34,0
222913,Lower East Side,40.71238,-73.98329,Entire home/apt,140,178,30,222,312
223930,Brooklyn,40.67424,-73.96665,Entire home/apt,150,8,5,24,349
225306,Bedford-Stuyvesant,40.68749,-73.95494,Private room,79,9,3,131,216
225887,Fort Greene,40.68645,-73.97538,Private room,140,26,3,164,0
225926,Brooklyn,40.68999,-73.96711,Private room,191,28,1,175,334
225976,Rosebank,40.61077,-74.06824,Entire home/apt,75,199,6,80,267
226021,Williamsburg,40.71126,-73.94576,Entire home/apt,220,213,3,137,142
227715,Bedford-Stuyvesant,40.67855,-73.94949,Entire home/apt,80,16,3,246,347
228317,Brooklyn,40.68516,-73.92521,Entire home/apt,135,99,4,86,295
228517,Chinatown,40.71611,-73.99828,Entire home/apt,110,0,20,59,285
228925,Brooklyn,40.67964,-73.93946,Entire home/apt,100,26,30,63,339
230321,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,99,344,2,40,45
230877,East Harlem,40.79239,-73.94535,Entire home/apt,140,35,28,115,365
231154,Queens,40.67238,-73.76583,Private room,70,0,2,31,365
231414,Manhattan,40.72599,-74.00168,Private room,270,125,5,2,160
232612,Brooklyn,40.68309,-73.94219,Entire home/apt,110,107,3,326,269
233189,Hell's Kitchen,40.76166,-73.99675,Entire home/apt,179,94,30,87,48
233638,Queens,40.70163,-73.90867,Private room,55,26,1,19,336
233662,Midtown East,40.75575,-73.96842,Private room,110,201,2,65,174
234184,Manhattan,40.80903,-73.94197,Entire home/apt,325,224,5,96,127
234870,Queens,40.74581,-73.95295,Private room,75,348,1,65,299
235515,Richmond Hill,40.70033,-73.82987,Private room,40,19,3,54,261
235552,Brooklyn,40.66414,-73.98574,Entire home/apt,300,198,1,43,1
235651,West Village,40.74,-74.00381,Private room,111,14,30,85,247
235951,Manhattan,40.75348,-73.97065,Entire home/apt,170,292,30,141,0
235960,Manhattan,40.72066,-73.98506,Entire home/apt,200,31,3,101,338
236671,Williamsburg,40.71746,-73.95497,Entire home/apt,180,27,2,149,193
236788,Brooklyn,40.70257,-73.9847,Entire home/apt,330,353,6,41,102
237127,Gramercy Park,40.73833,-73.98186,Entire home/apt,99,47,30,139,28
239733,Queens,40.77679,-73.91687,Entire home/apt,75,279,28,52,0
239883,Brooklyn,40.68501,-73.97019,Private room,85,294,5,131,50
240800,Brooklyn,40.67722,-73.96542,Private room,57,21,3,162,347
241140,Brooklyn,40.68975,-73.96703,Private room,350,25,1,44,337
241159,Brooklyn,40.69221,-73.95866,Entire home/apt,110,364,6,8,64
242532,Clinton Hill,40.6893,-73.96602,Private room,223,26,1,132,334
242643,Williamsburg,40.70832,-73.94157,Entire home/apt,137,2,1,27,345
243229,Bedford-Stuyvesant,40.68016,-73.94878,Entire home/apt,280,0,3,5,365
243708,Williamsburg,40.70875,-73.95508,Entire home/apt,199,232,30,253,95
245544,The Bronx,40.8679,-73.90023,Private room,42,18,2,125,347
245574,Bedford-Stuyvesant,40.6889,-73.95383,Entire home/apt,180,106,2,181,354
245607,Chelsea,40.75127,-73.99637,Entire home/apt,226,33,5,36,0
246134,Brooklyn,40.67607,-73.94421,Private room,85,26,3,5,279
246916,Queens,40.7347,-73.88066,Entire home/apt,79,81,4,72,308
246938,Manhattan,40.71876,-73.98851,Entire home/apt,154,44,1,262,320
248865,Brooklyn,40.73787,-73.95385,Entire home/apt,199,11,3,36,0
248871,Manhattan,40.73066,-74.00287,Entire home/apt,700,38,3,146,347
249867,Bedford-Stuyvesant,40.68707,-73.91918,Private room,100,14,1,7,339
250259,Brooklyn,40.7184,-73.96019,Entire home/apt,275,3,4,167,1
250536,Harlem,40.81068,-73.94288,Private room,125,0,1,11,365
250801,Manhattan,40.73129,-73.99944,Entire home/apt,850,39,2,119,0
251262,Williamsburg,40.71628,-73.95737,Private room,129,30,2,260,307
251277,Upper West Side,40.78558,-73.9726,Private room,140,58,2,196,336
252076,Lower East Side,40.7146,-73.991,Private room,115,26,4,159,347
253466,Brooklyn,40.73693,-73.95284,Entire home/apt,199,9,3,35,108
253471,Brooklyn,40.73641,-73.9533,Entire home/apt,199,9,3,24,108
253475,Greenpoint,40.73794,-73.95254,Entire home/apt,199,9,3,65,108
253590,Manhattan,40.79771,-73.96323,Entire home/apt,185,205,2,22,84
253623,Manhattan,40.81512,-73.94692,Private room,81,361,2,72,0
253800,Greenpoint,40.7373,-73.95323,Entire home/apt,199,9,3,28,108
253803,Greenpoint,40.73708,-73.95271,Entire home/apt,199,9,3,24,108
253806,Greenpoint,40.73652,-73.95236,Entire home/apt,199,10,3,45,108
253811,Brooklyn,40.73693,-73.95316,Entire home/apt,199,9,3,36,95
253815,Greenpoint,40.73784,-73.95324,Entire home/apt,199,10,3,47,0
253828,Greenpoint,40.73674,-73.95247,Private room,349,9,3,8,15
253839,Brooklyn,40.73783,-73.95259,Private room,249,9,3,4,22
253842,Greenpoint,40.73714,-73.95296,Private room,299,9,3,6,0
253846,Greenpoint,40.73731,-73.9545,Hotel room,179,9,3,6,22
254131,Jackson Heights,40.74965,-73.89344,Private room,59,0,5,60,365
254168,Brooklyn,40.73793,-73.95316,Private room,599,9,3,7,0
255024,Brooklyn,40.70271,-73.91566,Entire home/apt,220,37,2,191,317
255476,Williamsburg,40.7116,-73.9529,Private room,89,213,4,31,0
255601,Brooklyn,40.69241,-73.94885,Entire home/apt,170,20,2,206,329
256369,Brooklyn,40.68946,-73.99385,Private room,98,77,4,232,0
257097,Bedford-Stuyvesant,40.68226,-73.95473,Entire home/apt,125,46,30,32,253
257568,East New York,40.67855,-73.8896,Private room,48,119,90,53,1
257787,Brooklyn,40.71408,-73.9489,Private room,82,203,5,261,152
258284,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,269,3,233,114
258397,Park Slope,40.67379,-73.98454,Entire home/apt,139,69,3,149,89
258688,West Village,40.74031,-74.00532,Entire home/apt,325,325,4,46,1
258690,Manhattan,40.74618,-74.00392,Entire home/apt,195,167,365,10,0
258838,Staten Island,40.59251,-74.06479,Entire home/apt,250,35,2,23,344
259946,South Beach,40.59262,-74.06659,Entire home/apt,125,30,2,9,204
260765,Upper East Side,40.76928,-73.95021,Entire home/apt,189,35,2,323,350
261194,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,175,3,21,0
261344,Manhattan,40.70523,-74.01345,Private room,101,69,5,61,0
262343,Manhattan,40.72087,-73.99022,Entire home/apt,153,309,31,62,49
262405,Brooklyn,40.64468,-73.94219,Entire home/apt,92,301,4,64,59
262583,West Village,40.73312,-74.0042,Entire home/apt,300,53,4,169,0
263005,Brooklyn,40.69778,-73.97676,Entire home/apt,160,340,30,114,3
263190,Manhattan,40.72534,-73.98591,Private room,88,313,2,69,0
263776,Sunnyside,40.74558,-73.92324,Private room,73,281,2,95,0
264323,Morningside Heights,40.81055,-73.95549,Private room,85,7,7,174,299
265036,Brooklyn,40.6711,-73.95231,Private room,99,327,30,25,180
265064,East New York,40.67962,-73.88928,Private room,48,154,90,17,0
265831,Manhattan,40.72313,-73.99438,Entire home/apt,310,251,5,5,81
266146,Upper West Side,40.78448,-73.97289,Entire home/apt,109,29,30,37,238
266155,Manhattan,40.78304,-73.97447,Entire home/apt,167,42,30,17,277
266449,Lower East Side,40.71992,-73.98773,Entire home/apt,195,12,4,70,1
267535,Wakefield,40.89557,-73.8447,Private room,50,3,2,18,346
267652,Kensington,40.64277,-73.97296,Private room,60,200,2,25,359
267708,Manhattan,40.79111,-73.94466,Private room,99,202,3,31,173
268392,Manhattan,40.79951,-73.95257,Entire home/apt,130,301,2,35,12
268868,Chelsea,40.75114,-74.00195,Entire home/apt,350,353,3,67,0
269283,Brooklyn,40.66431,-73.93216,Private room,50,20,3,26,337
269289,Upper East Side,40.77175,-73.9578,Entire home/apt,130,208,6,14,275
269889,Queens,40.74579,-73.95012,Private room,95,43,2,258,0
270139,Brooklyn,40.70278,-73.92673,Private room,45,311,2,21,3
270231,Sunnyside,40.74409,-73.91122,Private room,85,27,2,283,348
270315,Brooklyn,40.68812,-73.93254,Private room,34,12,10,18,90
271083,Brooklyn,40.65772,-73.96131,Entire home/apt,89,21,4,129,322
271128,Bedford-Stuyvesant,40.68884,-73.95059,Private room,60,350,5,11,55
271130,Bedford-Stuyvesant,40.6865,-73.95372,Private room,65,175,5,45,19
271694,Midtown,40.75282,-73.97315,Entire home/apt,125,0,365,19,365
272026,Manhattan,40.85774,-73.92901,Entire home/apt,60,115,122,20,351
272044,East Village,40.72257,-73.98465,Entire home/apt,499,2,3,49,362
272738,Williamsburg,40.70513,-73.95505,Private room,60,196,2,44,161
273190,Manhattan,40.73301,-74.00268,Entire home/apt,1300,31,5,29,345
274062,Manhattan,40.80285,-73.95166,Private room,99,200,2,69,44
274329,Queens,40.70642,-73.91665,Entire home/apt,110,112,3,128,108
274376,Brooklyn,40.68156,-73.96537,Entire home/apt,135,77,5,8,315
274743,Manhattan,40.77368,-73.95198,Entire home/apt,110,18,15,1,339
275976,Bedford-Stuyvesant,40.68631,-73.93702,Entire home/apt,165,32,2,219,119
276216,Brooklyn,40.65992,-73.99042,Entire home/apt,127,0,180,1,250
276317,Prospect Heights,40.67847,-73.97038,Entire home/apt,402,26,3,102,353
276482,Manhattan,40.81371,-73.95585,Private room,85,14,7,130,0
277133,Williamsburg,40.71445,-73.96126,Entire home/apt,130,293,6,24,158
277207,Brooklyn,40.72868,-73.95835,Private room,75,12,7,15,343
277370,East Village,40.73168,-73.98662,Entire home/apt,139,102,1125,53,1
277883,Brooklyn,40.65689,-73.9533,Entire home/apt,75,354,6,58,5
279857,Bedford-Stuyvesant,40.68492,-73.95489,Entire home/apt,800,125,4,132,1
281756,Brooklyn,40.73321,-73.95587,Entire home/apt,95,59,5,18,0
281851,Manhattan,40.80671,-73.95082,Private room,130,20,1,125,346
282443,Lower East Side,40.71601,-73.99123,Entire home/apt,90,360,3,110,9
282514,Brooklyn,40.68106,-73.9292,Private room,97,6,4,42,68
282863,Brooklyn,40.68131,-73.98879,Entire home/apt,91,19,1,78,223
282977,Park Slope,40.67264,-73.98136,Private room,125,33,3,243,0
283090,Manhattan,40.7241,-73.97899,Entire home/apt,170,175,3,24,125
283194,Manhattan,40.74388,-73.99923,Entire home/apt,500,44,6,77,36
283550,Manhattan,40.76001,-73.99133,Entire home/apt,175,357,3,10,0
284855,Manhattan,40.73362,-74.00923,Entire home/apt,240,213,5,100,150
286662,Crown Heights,40.67106,-73.95463,Entire home/apt,110,49,3,250,311
287397,Bedford-Stuyvesant,40.68991,-73.93179,Entire home/apt,100,129,3,38,59
287417,Bedford-Stuyvesant,40.68174,-73.91921,Entire home/apt,300,26,2,50,127
287481,Brooklyn,40.70839,-73.94289,Entire home/apt,120,304,4,66,17
287839,Brooklyn,40.69018,-73.98107,Entire home/apt,175,6,3,42,1
287845,Brooklyn,40.68128,-73.99522,Entire home/apt,275,59,31,122,282
289288,Manhattan,40.72506,-73.98865,Entire home/apt,219,97,2,129,318
289995,Williamsburg,40.71947,-73.95252,Entire home/apt,250,80,30,51,156
290457,Manhattan,40.71283,-73.99703,Entire home/apt,139,164,7,40,165
292047,Manhattan,40.73908,-74.00378,Private room,105,105,3,227,247
292121,Midtown,40.7625,-73.9869,Entire home/apt,199,20,3,6,350
292266,Bushwick,40.69755,-73.91187,Private room,50,295,14,18,57
293837,Brooklyn,40.70736,-73.94331,Entire home/apt,157,333,5,54,18
294227,Brooklyn,40.73683,-73.9543,Entire home/apt,199,9,3,44,108
294242,Brooklyn,40.7389,-73.95395,Entire home/apt,199,9,3,76,108
294259,Brooklyn,40.73806,-73.95462,Entire home/apt,199,12,3,84,102
294263,Brooklyn,40.73661,-73.95479,Entire home/apt,199,12,3,99,85
294280,Brooklyn,40.73857,-73.95435,Entire home/apt,199,9,3,24,0
294353,Brooklyn,40.70695,-73.95372,Private room,135,27,14,90,156
294490,Brooklyn,40.73857,-73.95299,Entire home/apt,199,15,3,56,108
295998,Manhattan,40.7909,-73.96762,Entire home/apt,300,231,5,44,109
296345,Williamsburg,40.71143,-73.94159,Private room,75,346,2,106,353
296361,Elmhurst,40.737,-73.87444,Private room,55,10,1,63,308
296717,Brooklyn,40.68855,-73.95405,Private room,55,180,5,20,260
298073,Brooklyn,40.71629,-73.95786,Entire home/apt,130,347,12,24,3
298759,Brooklyn,40.68622,-73.94675,Private room,55,30,2,132,345
299078,Manhattan,40.72509,-74.00304,Entire home/apt,250,325,7,157,0
299531,East New York,40.66795,-73.89232,Entire home/apt,95,17,2,136,341
301034,Manhattan,40.80637,-73.95433,Private room,140,361,2,54,343
302057,Brooklyn,40.64387,-73.96855,Private room,75,27,2,162,175
302758,Manhattan,40.7968,-73.93611,Entire home/apt,150,286,7,12,64
303462,Manhattan,40.78012,-73.98439,Entire home/apt,295,184,1,5,146
305211,Brooklyn,40.71532,-73.96064,Entire home/apt,205,66,3,253,260
306799,Bushwick,40.70793,-73.91987,Private room,65,91,5,127,0
310272,Stapleton,40.62318,-74.07848,Private room,59,12,1,51,334
310325,Harlem,40.82286,-73.94596,Private room,75,26,3,34,308
310524,Clinton Hill,40.69348,-73.95927,Private room,85,56,3,17,276
310796,Manhattan,40.78443,-73.97399,Entire home/apt,109,122,30,19,279
311343,Harlem,40.79107,-73.94381,Private room,86,167,3,219,343
311356,Ridgewood,40.70215,-73.91139,Private room,52,24,2,106,363
312429,Prospect Heights,40.67339,-73.96519,Private room,100,332,2,65,65
313890,Manhattan,40.72209,-73.99274,Entire home/apt,99,11,30,15,352
314982,East Village,40.73171,-73.98717,Private room,89,39,3,149,0
316238,Brooklyn,40.69213,-73.951,Entire home/apt,135,35,2,54,322
317905,Kensington,40.64354,-73.97777,Entire home/apt,89,346,3,62,338
318021,Harlem,40.80343,-73.9531,Private room,110,92,3,54,0
318187,Bushwick,40.70462,-73.9228,Entire home/apt,120,231,2,57,1
319724,Williamsburg,40.71394,-73.96267,Private room,79,189,1,219,164
319798,Bay Ridge,40.6339,-74.02035,Private room,49,7,4,79,343
319844,Brooklyn,40.73028,-73.95927,Private room,79,29,14,24,351
320865,Manhattan,40.8076,-73.94433,Entire home/apt,135,109,30,26,327
320876,Brooklyn,40.66485,-73.98343,Entire home/apt,185,17,2,224,336
321014,Manhattan,40.73294,-73.98282,Entire home/apt,245,336,5,18,0
321136,Manhattan,40.83456,-73.9457,Entire home/apt,135,353,5,19,119
322037,Williamsburg,40.72091,-73.95814,Entire home/apt,325,21,2,408,1
322604,Williamsburg,40.71819,-73.95414,Private room,95,323,2,174,72
323453,Brooklyn,40.70551,-73.93305,Entire home/apt,195,220,2,53,2
323706,Manhattan,40.77892,-73.98238,Entire home/apt,499,211,30,64,180
324115,Brooklyn,40.71336,-73.96192,Private room,89,39,1,233,153
324800,Brooklyn,40.71368,-73.94478,Entire home/apt,160,355,3,25,0
325429,Manhattan,40.7761,-73.95265,Entire home/apt,219,43,4,110,193
326832,Manhattan,40.77471,-73.95574,Entire home/apt,159,330,2,37,0
326956,Brooklyn,40.68625,-73.96446,Private room,180,62,3,20,0
328040,Midtown East,40.75023,-73.98293,Entire home/apt,299,226,10,25,84
328744,Brooklyn,40.66684,-73.95877,Entire home/apt,165,116,2,23,68
329310,Manhattan,40.71638,-73.99167,Entire home/apt,250,116,5,13,321
329385,Inwood,40.86658,-73.92558,Private room,87,151,7,57,1
333189,Williamsburg,40.71179,-73.96449,Private room,79,174,5,46,167
333323,Hell's Kitchen,40.76186,-73.99165,Private room,75,24,2,135,343
334607,Brooklyn,40.71417,-73.95917,Entire home/apt,200,318,30,53,0
334781,Harlem,40.82772,-73.93877,Private room,80,4,1,25,343
335797,Flatbush,40.63602,-73.94607,Entire home/apt,76,18,3,64,361
335819,Brooklyn,40.63759,-73.9459,Entire home/apt,75,22,2,55,354
335820,Flatbush,40.63611,-73.94637,Entire home/apt,66,35,2,81,352
336220,Harlem,40.803,-73.95278,Private room,125,127,3,216,294
339456,Manhattan,40.79526,-73.9655,Entire home/apt,387,360,1,23,0
341525,Midtown,40.75763,-73.99482,Private room,95,314,4,73,66
342027,Upper East Side,40.77631,-73.95289,Entire home/apt,121,15,1,16,353
342995,Harlem,40.81169,-73.94355,Private room,75,203,2,87,147
343276,Manhattan,40.75782,-73.99349,Private room,95,307,5,123,56
344019,Manhattan,40.73104,-74.00879,Private room,195,57,1,7,279
347865,East Village,40.72143,-73.98117,Entire home/apt,189,26,3,271,346
350525,Crown Heights,40.66888,-73.95292,Entire home/apt,145,207,14,46,193
351859,Chelsea,40.74964,-73.99158,Entire home/apt,265,14,4,87,326
352651,Brooklyn,40.65846,-73.95057,Private room,77,56,5,11,354
353317,Lower East Side,40.71515,-73.99029,Entire home/apt,129,245,3,150,154
354095,Alphabet City,40.72986,-73.97913,Entire home/apt,199,344,6,43,18
355106,Flatbush,40.66039,-73.95937,Private room,92,21,7,44,318
359982,Williamsburg,40.70712,-73.94013,Private room,68,207,5,36,0
363016,Queens,40.72662,-73.90579,Entire home/apt,133,0,30,3,365
363320,Manhattan,40.79967,-73.95156,Private room,97,277,2,6,89
364785,Brooklyn,40.67962,-73.97655,Private room,80,27,2,32,329
367810,Greenpoint,40.7376,-73.95678,Private room,120,26,5,3,338
369411,Brooklyn,40.71148,-73.95573,Private room,94,357,2,289,0
369567,Brooklyn,40.67425,-73.96514,Private room,56,364,3,63,0
369671,Manhattan,40.72899,-73.97792,Entire home/apt,549,265,2,74,98
373618,Brooklyn,40.72212,-73.95696,Private room,139,279,4,68,0
374548,Brooklyn,40.68534,-73.93433,Entire home/apt,85,64,5,284,226
375249,Graniteville,40.62109,-74.16534,Private room,20,14,3,90,0
380416,Park Slope,40.67407,-73.98111,Entire home/apt,125,146,4,25,244
380730,Brooklyn,40.59721,-73.95149,Entire home/apt,50,339,30,3,0
382523,Harlem,40.80491,-73.94866,Private room,160,31,3,11,358
382524,Manhattan,40.80334,-73.94805,Private room,180,31,3,14,355
385190,Inwood,40.87039,-73.91611,Private room,100,1,1,27,365
385824,The Bronx,40.87991,-73.91673,Entire home/apt,120,39,2,57,334
